,Estado,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,precipitation_hours,et0_fao_evapotranspiration,focuses
115,ACRE,2019/08,32.196774193548386,20.990322580645163,25.967741935483872,36.8,36.8,45.0,4.489354838709677,2071.0
116,ACRE,2019/09,32.57666666666667,23.1,26.91,126.69999999999999,126.69999999999999,132.0,4.344666666666667,2048.0
117,ACRE,2019/10,29.925806451612903,22.35483870967742,25.24516129032258,171.8,171.8,203.0,3.741290322580645,233.0
118,ACRE,2019/11,29.33,22.790000000000003,25.40666666666667,261.0,261.0,270.0,3.527,26.0
119,ACRE,2019/12,29.003225806451614,22.825806451612905,25.14516129032258,345.8,345.8,344.0,3.1503225806451614,1.0
120,ACRE,2020/01,30.029032258064515,23.01290322580645,25.82903225806452,163.4,163.4,219.0,3.7161290322580647,12.0
121,ACRE,2020/02,29.548275862068966,23.06206896551724,25.53103448275862,296.7,296.7,326.0,3.2389655172413794,
122,ACRE,2020/03,29.448387096774194,22.925806451612903,25.52258064516129,282.0,282.0,344.0,3.3125806451612902,
123,ACRE,2020/04,29.153333333333332,22.046666666666667,24.98,177.3,177.3,197.0,3.377333333333333,
124,ACRE,2020/05,28.306451612903224,20.561290322580643,24.067741935483873,89.8,89.8,127.0,3.225806451612903,25.0
125,ACRE,2020/06,29.08,21.32,24.68,65.7,65.7,87.0,3.158666666666667,41.0
126,ACRE,2020/07,29.470967741935485,21.138709677419353,24.780645161290323,46.9,46.9,69.0,3.366774193548387,207.0
127,ACRE,2020/08,32.25483870967742,20.593548387096774,25.896774193548385,18.099999999999998,18.099999999999998,30.0,4.352258064516128,2413.0
128,ACRE,2020/09,32.42333333333333,22.676666666666666,26.743333333333332,104.19999999999999,104.19999999999999,99.0,4.2780000000000005,2279.0
129,ACRE,2020/10,32.167741935483875,22.980645161290322,26.770967741935483,135.5,135.5,134.0,4.5445161290322575,1137.0
130,ACRE,2020/11,30.923333333333336,23.043333333333333,26.313333333333333,288.1,288.1,154.0,4.202333333333333,88.0
131,ACRE,2020/12,29.532258064516128,22.532258064516128,25.23548387096774,199.29999999999998,199.29999999999998,271.0,3.648387096774193,9.0
132,ACRE,2021/01,29.038709677419355,22.383870967741935,24.941935483870967,237.9,237.9,284.0,3.390322580645161,4.0
133,ACRE,2021/02,28.942857142857143,22.542857142857144,25.010714285714283,296.0,296.0,334.0,3.3728571428571428,
134,ACRE,2021/03,28.361290322580647,22.009677419354837,24.467741935483872,299.8,299.8,334.0,3.2361290322580647,
135,ACRE,2021/04,28.646666666666665,22.136666666666667,24.7,201.2,201.2,239.0,3.207333333333333,4.0
136,ACRE,2021/05,28.85483870967742,21.148387096774194,24.44193548387097,101.9,101.9,146.0,3.2948387096774194,17.0
137,ACRE,2021/06,28.426666666666666,20.373333333333335,23.913333333333334,56.4,56.4,70.0,3.2383333333333337,32.0
138,ACRE,2021/07,29.654838709677417,19.661290322580644,24.187096774193545,27.799999999999997,27.799999999999997,35.0,3.74741935483871,272.0
139,ACRE,2021/08,33.38387096774194,21.83225806451613,27.06451612903226,6.8999999999999995,6.8999999999999995,21.0,4.6574193548387095,2081.0
140,ACRE,2021/09,31.956666666666667,22.84,26.563333333333333,128.4,128.4,129.0,4.308666666666666,2725.0
141,ACRE,2021/10,31.4,22.958064516129035,26.325806451612905,172.0,172.0,179.0,4.175806451612903,737.0
142,ACRE,2021/11,29.83,22.823333333333334,25.526666666666664,236.8,236.8,254.0,3.697666666666667,6.0
143,ACRE,2021/12,29.72258064516129,23.06451612903226,25.68064516129032,270.1,270.1,305.0,3.678064516129032,1.0
144,ACRE,2022/01,30.190322580645162,22.932258064516127,25.822580645161292,190.4,190.4,299.0,3.94258064516129,16.0
145,ACRE,2022/02,28.82857142857143,22.40357142857143,24.95,273.7,273.7,362.0,3.320357142857143,
146,ACRE,2022/03,29.09032258064516,22.383870967741935,24.91290322580645,285.1,285.1,392.0,3.3003225806451613,
147,ACRE,2022/04,29.13,21.826666666666664,24.746666666666666,151.1,151.1,245.0,3.4170000000000003,5.0
148,ACRE,2022/05,28.629032258064516,21.083870967741937,24.229032258064517,86.10000000000001,86.10000000000001,200.0,3.315483870967742,24.0
149,ACRE,2022/06,28.470000000000002,19.966666666666665,23.71333333333333,64.0,64.0,106.0,3.255666666666667,43.0
150,ACRE,2022/07,31.54516129032258,21.616129032258065,26.106451612903225,26.400000000000002,26.400000000000002,82.0,3.7406451612903227,217.0
151,ACRE,2022/08,32.04838709677419,21.11935483870968,26.04516129032258,29.6,29.6,78.0,4.317096774193549,1795.0
152,ACRE,2022/09,33.21666666666667,22.19333333333333,27.066666666666666,78.0,78.0,106.0,4.8613333333333335,4656.0
153,ACRE,2022/10,31.41290322580645,22.845161290322583,26.283870967741933,210.5,210.5,260.0,4.082903225806452,795.0
154,ACRE,2022/11,30.740000000000002,21.67,25.583333333333332,141.1,141.1,162.0,4.568,137.0
155,ACRE,2022/12,30.348387096774193,22.654838709677417,25.67096774193548,201.0,201.0,283.0,4.016451612903226,
156,ACRE,2023/01,28.838709677419356,21.919354838709676,24.59032258064516,285.4,285.4,364.0,3.5390322580645157,2.0
157,ACRE,2023/02,28.732142857142858,22.071428571428573,24.62142857142857,272.1,272.1,342.0,3.2475,
158,ACRE,2023/03,29.225806451612904,22.438709677419357,25.016129032258064,235.3,235.3,357.0,3.2506451612903224,
159,ACRE,2023/04,28.926666666666666,22.15666666666667,24.83,194.2,194.2,289.0,3.1763333333333335,
160,ACRE,2023/05,28.6875,22.333333333333332,24.900000000000002,135.8,135.8,207.0,3.0849999999999995,
276,AMAPÁ,2019/08,30.293548387096774,22.116129032258065,25.509677419354837,49.8,49.8,110.0,4.0445161290322575,
277,AMAPÁ,2019/09,33.656666666666666,22.69,27.509999999999998,10.3,10.3,30.0,5.372,5.0
278,AMAPÁ,2019/10,34.332258064516125,23.212903225806453,28.029032258064515,11.1,11.1,31.0,5.429677419354839,58.0
279,AMAPÁ,2019/11,34.16,23.75,28.03666666666667,40.6,40.6,65.0,4.95,68.0
280,AMAPÁ,2019/12,30.16774193548387,23.24516129032258,25.64516129032258,180.4,180.4,215.0,3.4351612903225806,5.0
281,AMAPÁ,2020/01,28.54516129032258,22.429032258064513,24.703225806451613,196.20000000000002,196.20000000000002,236.0,2.893548387096774,
282,AMAPÁ,2020/02,28.448275862068964,22.313793103448276,24.686206896551724,155.7,155.7,193.0,2.9210344827586203,
283,AMAPÁ,2020/03,28.932258064516127,22.641935483870967,25.016129032258064,229.5,229.5,223.0,3.035806451612903,
284,AMAPÁ,2020/04,28.386666666666667,22.5,24.603333333333335,363.9,363.9,379.0,2.4963333333333333,
285,AMAPÁ,2020/05,28.76774193548387,22.593548387096774,24.896774193548385,310.3,310.3,315.0,2.7883870967741933,
286,AMAPÁ,2020/06,28.42,21.85,24.39,232.7,232.7,282.0,2.802,
287,AMAPÁ,2020/07,29.55483870967742,21.52258064516129,24.93548387096774,97.4,97.4,117.0,3.6593548387096773,
288,AMAPÁ,2020/08,31.29032258064516,22.154838709677417,26.15806451612903,42.0,42.0,101.0,4.29258064516129,2.0
289,AMAPÁ,2020/09,34.07666666666667,23.066666666666666,27.873333333333335,11.700000000000001,11.700000000000001,33.0,5.430666666666666,5.0
290,AMAPÁ,2020/10,34.76451612903226,23.509677419354837,28.403225806451612,17.599999999999998,17.599999999999998,25.0,5.602258064516128,49.0
291,AMAPÁ,2020/11,30.220000000000002,22.790000000000003,25.603333333333335,149.1,149.1,203.0,3.4843333333333333,7.0
292,AMAPÁ,2020/12,30.01290322580645,22.451612903225808,25.361290322580647,115.8,115.8,191.0,3.6535483870967744,4.0
293,AMAPÁ,2021/01,28.164516129032258,22.174193548387095,24.161290322580644,258.7,258.7,283.0,2.7,
294,AMAPÁ,2021/02,27.50714285714286,22.135714285714283,23.907142857142855,338.9,338.9,316.0,2.367857142857143,
295,AMAPÁ,2021/03,28.06451612903226,21.9,24.080645161290324,346.1,346.1,352.0,2.7374193548387096,
296,AMAPÁ,2021/04,28.52,22.126666666666665,24.23,423.4,423.4,372.0,2.633666666666667,
297,AMAPÁ,2021/05,27.996774193548386,21.980645161290322,24.16774193548387,406.9,406.9,373.0,2.496451612903226,
298,AMAPÁ,2021/06,28.876666666666665,21.526666666666664,24.626666666666665,158.0,158.0,200.0,3.2706666666666666,
299,AMAPÁ,2021/07,28.925806451612903,21.580645161290324,24.5,176.3,176.3,223.0,3.327741935483871,
300,AMAPÁ,2021/08,29.741935483870968,21.85483870967742,25.093548387096774,114.7,114.7,141.0,3.8425806451612905,1.0
301,AMAPÁ,2021/09,32.89,22.34,27.146666666666665,23.099999999999998,23.099999999999998,52.0,5.145,4.0
302,AMAPÁ,2021/10,34.08709677419355,23.348387096774193,27.948387096774194,49.5,49.5,68.0,5.208709677419355,54.0
303,AMAPÁ,2021/11,30.92,22.7,26.103333333333335,109.3,109.3,140.0,3.808333333333333,16.0
304,AMAPÁ,2021/12,28.783870967741933,22.719354838709677,24.799999999999997,312.2,312.2,292.0,2.854516129032258,
305,AMAPÁ,2022/01,27.903225806451612,21.761290322580646,23.929032258064513,335.6,335.6,378.0,2.61741935483871,
