,temperature_2m_max,focuses,temperature_2m_max_M1,temperature_2m_max_M2,temperature_2m_max_M3,temperature_2m_max_M11,temperature_2m_max_M12,temperature_2m_max_M13,temperature_2m_max_M23,temperature_2m_max_M24,temperature_2m_max_M25,focuses_M1,focuses_M2,focuses_M3,focuses_M11,focuses_M12,focuses_M13,focuses_M23,focuses_M24,focuses_M25,Estado_AMAPÁ,Estado_AMAZONAS,Estado_MARANHÃO,Estado_MATO GROSSO,Estado_PARÁ,Estado_RONDÔNIA,Estado_RORAIMA,Estado_TOCANTINS,lula,ult_6_meses_focuses,ult_3_meses_focuses,mes,ano,peso,delta_focuses_M2,delta_focuses_M3,delta_focuses_M11,delta_focuses_M12,delta_focuses_M13,delta_focuses_M23,delta_focuses_M24,delta_focuses_M25
0,28.608,0.0,28.926666666666666,29.225806451612904,28.732142857142858,28.470000000000002,28.629032258064516,29.13,28.426666666666666,28.85483870967742,28.646666666666665,0.0,0.0,0.0,43.0,24.0,5.0,32.0,17.0,4.0,0,0,0,0,0,0,0,0,1,139.0,0.0,5,2023,0.014183754096449527,0.0,0.0,43.0,24.0,5.0,32.0,17.0,4.0
1,29.008000000000003,0.0,29.253333333333334,29.12258064516129,27.62142857142857,28.896666666666665,27.59032258064516,28.086666666666666,28.876666666666665,27.996774193548386,28.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1.0,0.0,5,2023,0.014183754096449527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,29.736,0.0,30.226666666666667,30.06451612903226,29.014285714285712,29.006666666666668,29.37741935483871,29.92,29.07,29.94193548387097,29.456666666666667,1.0,0.0,11.0,22.0,6.0,1.0,22.0,7.0,4.0,0,1,0,0,0,0,0,0,1,286.0,12.0,5,2023,0.014183754096449527,-1.0,10.0,21.0,5.0,0.0,21.0,6.0,3.0
3,29.508000000000003,0.0,28.62,27.970967741935485,28.292857142857144,29.10666666666667,28.68064516129032,28.33,28.813333333333333,29.364516129032257,29.11,0.0,1.0,1.0,12.0,7.0,0.0,12.0,6.0,0.0,0,0,1,0,0,0,0,0,1,42.0,2.0,5,2023,0.014183754096449527,1.0,1.0,12.0,7.0,0.0,12.0,6.0,0.0
4,31.868000000000002,0.0,29.68,28.793548387096774,30.357142857142858,31.68,31.467741935483872,30.96333333333333,30.84,30.59032258064516,29.753333333333334,92.0,18.0,39.0,934.0,982.0,130.0,722.0,298.0,69.0,0,0,0,1,0,0,0,0,1,433.0,149.0,5,2023,0.014183754096449527,-74.0,-53.0,842.0,890.0,38.0,630.0,206.0,-23.0
5,29.491999999999997,0.0,29.14,28.677419354838708,28.832142857142856,29.226666666666667,29.364516129032257,29.153333333333332,29.8,29.700000000000003,29.523333333333333,2.0,2.0,8.0,128.0,25.0,10.0,61.0,29.0,5.0,0,0,0,0,1,0,0,0,1,518.0,12.0,5,2023,0.014183754096449527,0.0,6.0,126.0,23.0,8.0,59.0,27.0,3.0
6,28.7,0.0,28.529999999999998,28.5258064516129,28.34642857142857,28.84,29.151612903225807,28.886666666666667,29.636666666666667,29.177419354838708,28.413333333333334,10.0,4.0,8.0,40.0,46.0,5.0,49.0,26.0,1.0,0,0,0,0,0,1,0,0,1,330.0,22.0,5,2023,0.014183754096449527,-6.0,-2.0,30.0,36.0,-5.0,39.0,16.0,-9.0
7,29.028000000000002,0.0,31.013333333333332,30.616129032258065,28.439285714285713,27.703333333333333,27.629032258064516,28.19333333333333,27.990000000000002,27.551612903225806,27.763333333333332,23.0,35.0,5.0,0.0,0.0,1.0,0.0,0.0,25.0,0,0,0,0,0,0,1,0,1,113.0,63.0,5,2023,0.014183754096449527,12.0,-18.0,-23.0,-23.0,-22.0,-23.0,-23.0,2.0
8,31.432,0.0,30.993333333333332,29.919354838709676,31.164285714285715,32.57,31.91290322580645,30.973333333333336,32.589999999999996,31.838709677419356,30.336666666666666,0.0,0.0,1.0,2.0,5.0,0.0,2.0,3.0,0.0,0,0,0,0,0,0,0,1,1,3.0,1.0,5,2023,0.014183754096449527,0.0,1.0,2.0,5.0,0.0,2.0,3.0,0.0
